id,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,price,latitude,longitude,car_age,gas_fueled,diesel_fueled,hybrid_fueled,electric_fueled,front_wheel_drive,four_wheel_drive,rear_wheel_drive,automatic_transmission,manual_transmission
3820,2006,buick,5.0,6.0,other,144981,clean,automatic,fwd,fullsize,minivan,blue,3069,39.2908816,-76.610759,17,0,0,0,0,1,0,0,1,0
3821,2013,toyota,,4.0,hybrid,121868,clean,manual,fwd,compact,hatchback,silver,9162,40.2663107,-76.8861122,10,0,0,1,0,1,0,0,0,1
3822,2016,ford,5.0,8.0,gas,183463,clean,automatic,4wd,fullsize,pickup,black,7080,45.5616075,-94.1642004,7,1,0,0,0,0,1,0,1,0
3823,2004,ram,5.0,8.0,diesel,250023,clean,automatic,4wd,fullsize,truck,green,8181,39.8560679,-4.0239568,19,0,1,0,0,0,1,0,1,0
3824,2009,ford,2.0,6.0,gas,185996,clean,automatic,4wd,midsize,sedan,blue,9533,46.601557,-120.510842,14,1,0,0,0,0,1,0,1,0
3825,1998,buick,2.0,4.0,gas,197271,clean,manual,fwd,fullsize,suv,green,3342,40.7127281,-74.0060152,25,1,0,0,0,1,0,0,0,1
3826,2019,ford,,8.0,diesel,5642,clean,automatic,4wd,fullsize,pickup,black,19303,41.31611085,-74.12629189225156,4,0,1,0,0,0,1,0,1,0
3827,2014,kia,5.0,4.0,gas,151933,rebuilt,automatic,fwd,midsize,sedan,black,3163,39.830107,-74.978493,9,1,0,0,0,1,0,0,1,0
3828,2015,lexus,5.0,6.0,gas,185104,clean,automatic,fwd,midsize,sedan,black,4530,32.2228765,-110.9748477,8,1,0,0,0,1,0,0,1,0
3829,2014,nissan,5.0,4.0,gas,137556,clean,automatic,fwd,midsize,sedan,silver,9332,33.7489924,-84.3902644,9,1,0,0,0,1,0,0,1,0
3830,2011,ford,5.0,8.0,gas,129399,clean,automatic,4wd,fullsize,truck,red,42957,46.601557,-120.510842,12,1,0,0,0,0,1,0,1,0
3831,2009,jeep,5.0,6.0,gas,111932,clean,automatic,4wd,midsize,suv,black,24785,41.000028,19.9999619,14,1,0,0,0,0,1,0,1,0
3832,2018,jeep,,6.0,gas,16606,clean,automatic,4wd,fullsize,other,blue,30204,47.9078244,-97.0592028,5,1,0,0,0,0,1,0,1,0
3833,2007,bmw,5.0,6.0,gas,113086,clean,other,fwd,compact,convertible,green,11348,39.9622601,-83.0007065,16,1,0,0,0,1,0,0,0,0
3834,1987,bmw,,8.0,gas,87270,clean,manual,rwd,fullsize,convertible,black,9543,29.4246002,-98.4951405,36,1,0,0,0,0,0,1,0,1
3835,2011,honda,3.0,4.0,gas,22436,salvage,manual,fwd,compact,sedan,black,6418,32.89651945,-97.0465220537124,12,1,0,0,0,1,0,0,0,1
3836,2006,hyundai,2.0,4.0,gas,145096,clean,manual,fwd,compact,sedan,white,2480,41.31611085,-74.12629189225156,17,1,0,0,0,1,0,0,0,1
3837,2016,hyundai,,4.0,other,154105,clean,manual,fwd,compact,sedan,silver,6724,32.7174202,-117.1627728,7,0,0,0,0,1,0,0,0,1
3838,1987,ford,2.0,8.0,gas,94443,clean,automatic,fwd,fullsize,sedan,silver,4866,41.8755616,-87.6244212,36,1,0,0,0,1,0,0,1,0
3839,2018,chevrolet,2.0,8.0,gas,68553,lien,automatic,4wd,fullsize,pickup,black,19001,33.91610555,-96.64274127404047,5,1,0,0,0,0,1,0,1,0
3840,2010,chevrolet,,6.0,gas,116675,clean,automatic,fwd,midsize,pickup,grey,1137,35.2272086,-80.8430827,13,1,0,0,0,1,0,0,1,0
3841,2012,honda,5.0,6.0,gas,87817,clean,manual,fwd,midsize,suv,silver,7313,45.5202471,-122.674194,11,1,0,0,0,1,0,0,0,1
3842,2012,bmw,5.0,6.0,gas,132475,clean,automatic,4wd,fullsize,suv,custom,5679,29.4246002,-98.4951405,11,1,0,0,0,0,1,0,1,0
3843,2010,cadillac,5.0,6.0,gas,133500,clean,automatic,rwd,fullsize,suv,black,26788,38.833496100000005,-77.3042559202443,13,1,0,0,0,0,0,1,1,0
3844,2001,jeep,5.0,6.0,gas,169913,missing,manual,4wd,midsize,offroad,black,22662,40.7596198,-111.886797,22,1,0,0,0,0,1,0,0,1
3845,2011,buick,,4.0,gas,218620,lien,automatic,4wd,midsize,suv,silver,22609,42.321246,-88.8235511,12,1,0,0,0,0,1,0,1,0
3846,2004,jeep,5.0,6.0,gas,156727,clean,manual,4wd,fullsize,pickup,green,17247,39.7392364,-104.984862,19,1,0,0,0,0,1,0,0,1
3847,2017,honda,5.0,4.0,other,200886,salvage,automatic,fwd,midsize,sedan,black,8460,43.0481221,-76.1474244,6,0,0,0,0,1,0,0,1,0
3848,2011,toyota,5.0,8.0,gas,234245,rebuilt,automatic,4wd,fullsize,suv,black,4704,41.3082138,-72.9250518,12,1,0,0,0,0,1,0,1,0
3849,2009,jeep,2.0,6.0,gas,21502,clean,automatic,4wd,midsize,suv,black,25694,39.4986462,-119.77333186086474,14,1,0,0,0,0,1,0,1,0
3850,2012,honda,5.0,4.0,gas,99987,clean,automatic,fwd,fullsize,sedan,custom,5787,39.9527237,-75.1635262,11,1,0,0,0,1,0,0,1,0
3851,2017,ford,2.0,6.0,gas,24945,clean,automatic,fwd,fullsize,van,white,38175,43.157285,-77.615214,6,1,0,0,0,1,0,0,1,0
3852,1950,ford,2.0,8.0,diesel,7968,clean,automatic,rwd,fullsize,truck,red,38852,27.89799165,-82.51906446720005,73,0,1,0,0,0,0,1,1,0
3853,1991,jeep,5.0,6.0,gas,123966,salvage,manual,fwd,fullsize,suv,brown,8378,26.2981263,-98.2075117,32,1,0,0,0,1,0,0,0,1
3854,2019,jeep,,6.0,diesel,141833,clean,automatic,4wd,fullsize,truck,black,28210,45.7874957,-108.49607,4,0,1,0,0,0,1,0,1,0
3855,2005,lexus,2.0,6.0,gas,144802,clean,automatic,fwd,compact,sedan,grey,5371,39.830107,-74.978493,18,1,0,0,0,1,0,0,1,0
3856,2015,chevrolet,5.0,4.0,gas,113151,clean,automatic,4wd,fullsize,suv,green,8752,27.89799165,-82.51906446720005,8,1,0,0,0,0,1,0,1,0
3857,1984,ford,2.0,4.0,gas,132742,clean,manual,fwd,fullsize,coupe,red,11579,36.1622767,-86.7742984,39,1,0,0,0,1,0,0,0,1
3858,2013,honda,,4.0,gas,96852,clean,automatic,fwd,midsize,sedan,black,13704,35.9301545,-78.7566849,10,1,0,0,0,1,0,0,1,0
3859,1982,ford,2.0,8.0,gas,128317,clean,manual,rwd,fullsize,truck,black,3007,39.2908816,-76.610759,41,1,0,0,0,0,0,1,0,1
3860,2009,bmw,5.0,6.0,gas,146402,clean,automatic,4wd,midsize,sedan,black,5544,36.1672559,-115.148516,14,1,0,0,0,0,1,0,1,0
3861,2018,kia,5.0,4.0,gas,4536,clean,automatic,fwd,fullsize,other,silver,14016,47.6438308,-117.4426685,5,1,0,0,0,1,0,0,1,0
3862,2013,jeep,5.0,6.0,gas,226981,clean,automatic,4wd,compact,suv,silver,8029,40.9152061,-81.43992419328089,10,1,0,0,0,0,1,0,1,0
3863,2010,honda,5.0,4.0,gas,50831,clean,automatic,fwd,fullsize,sedan,black,6230,46.8317305,-96.7914886,13,1,0,0,0,1,0,0,1,0
3864,2002,ford,2.0,6.0,gas,83197,rebuilt,automatic,rwd,midsize,sedan,black,7588,37.104153,-113.5841313,21,1,0,0,0,0,0,1,1,0
3865,2014,volkswagen,2.0,4.0,gas,133388,clean,automatic,fwd,compact,coupe,white,2295,36.1622767,-86.7742984,9,1,0,0,0,1,0,0,1,0
3866,2003,toyota,1.0,6.0,gas,140115,clean,automatic,fwd,fullsize,suv,silver,4073,27.7712026,-82.6495453,20,1,0,0,0,1,0,0,1,0
3867,2013,ford,5.0,6.0,gas,143816,clean,automatic,rwd,midsize,suv,silver,9936,35.9301545,-78.7566849,10,1,0,0,0,0,0,1,1,0
3868,2005,toyota,5.0,6.0,gas,174156,clean,automatic,fwd,midsize,pickup,silver,11854,45.7874957,-108.49607,18,1,0,0,0,1,0,0,1,0
3869,2016,chevrolet,2.0,4.0,gas,145394,clean,automatic,fwd,midsize,sedan,silver,19324,43.157285,-77.615214,7,1,0,0,0,1,0,0,1,0
3870,2014,ram,5.0,6.0,diesel,305917,clean,automatic,4wd,fullsize,suv,black,27463,41.000028,19.9999619,9,0,1,0,0,0,1,0,1,0
3871,2004,mercury,5.0,6.0,gas,106870,clean,automatic,fwd,fullsize,sedan,black,6933,41.0799898,-85.1386015,19,1,0,0,0,1,0,0,1,0
3872,2008,kia,5.0,4.0,gas,152037,clean,automatic,fwd,fullsize,sedan,blue,1501,41.2020171,-77.2644152,15,1,0,0,0,1,0,0,1,0
3873,2010,chevrolet,5.0,6.0,gas,34524,rebuilt,automatic,fwd,midsize,sedan,black,12834,34.0536909,-118.242766,13,1,0,0,0,1,0,0,1,0
3874,2014,chevrolet,5.0,8.0,gas,151608,clean,automatic,4wd,fullsize,suv,white,21945,38.8339578,-104.825348,9,1,0,0,0,0,1,0,1,0
3875,2013,honda,2.0,4.0,gas,124346,clean,automatic,fwd,midsize,sedan,blue,14262,41.8755616,-87.6244212,10,1,0,0,0,1,0,0,1,0
3876,2007,ram,5.0,6.0,diesel,161798,clean,automatic,4wd,fullsize,truck,black,35988,41.9758872,-91.6704053,16,0,1,0,0,0,1,0,1,0
3877,2005,bmw,,6.0,gas,81791,clean,automatic,rwd,fullsize,coupe,black,17029,36.1672559,-115.148516,18,1,0,0,0,0,0,1,1,0
3878,2011,bmw,,6.0,gas,163919,clean,automatic,4wd,fullsize,suv,grey,36627,46.8317305,-96.7914886,12,1,0,0,0,0,1,0,1,0
3879,2011,bmw,5.0,4.0,gas,85072,clean,manual,fwd,midsize,sedan,black,8684,37.9577016,-121.2907796,12,1,0,0,0,1,0,0,0,1
3880,1984,bmw,5.0,6.0,gas,109269,rebuilt,automatic,fwd,midsize,coupe,green,4666,45.6794293,-111.044047,39,1,0,0,0,1,0,0,1,0
3881,1964,ford,,4.0,other,48119,clean,automatic,fwd,compact,coupe,white,19402,39.830107,-74.978493,59,0,0,0,0,1,0,0,1,0
3882,2010,honda,5.0,4.0,gas,57258,clean,automatic,fwd,compact,sedan,brown,6090,32.7174202,-117.1627728,13,1,0,0,0,1,0,0,1,0
3883,1987,chevrolet,1.0,8.0,gas,157487,clean,manual,fwd,fullsize,coupe,green,4202,38.0464066,-84.4970393,36,1,0,0,0,1,0,0,0,1
3884,2013,nissan,5.0,4.0,gas,124667,clean,automatic,fwd,midsize,sedan,blue,6779,40.7127281,-74.0060152,10,1,0,0,0,1,0,0,1,0
3885,2016,chevrolet,5.0,4.0,gas,68636,clean,automatic,fwd,midsize,sedan,white,19968,40.4416941,-79.9900861,7,1,0,0,0,1,0,0,1,0
3886,2019,subaru,5.0,4.0,gas,48444,clean,automatic,fwd,midsize,suv,black,15468,39.8560679,-4.0239568,4,1,0,0,0,1,0,0,1,0
3887,2015,volkswagen,5.0,4.0,gas,67891,clean,manual,fwd,fullsize,sedan,black,6133,39.1670396,-86.5342881,8,1,0,0,0,1,0,0,0,1
3888,2012,kia,5.0,4.0,gas,78233,clean,automatic,fwd,midsize,sedan,silver,6098,35.7309716,-80.3153309,11,1,0,0,0,1,0,0,1,0
3889,2014,volkswagen,5.0,4.0,gas,89619,clean,manual,fwd,midsize,suv,blue,19434,40.4274105,-120.65370334155844,9,1,0,0,0,1,0,0,0,1
3890,2016,gmc,5.0,6.0,diesel,35275,clean,automatic,4wd,fullsize,pickup,white,24628,45.6794293,-111.044047,7,0,1,0,0,0,1,0,1,0
3891,2015,bmw,5.0,6.0,gas,5750,salvage,automatic,rwd,midsize,coupe,white,31430,27.89799165,-82.51906446720005,8,1,0,0,0,0,0,1,1,0
3892,2014,ford,5.0,8.0,gas,82772,clean,manual,rwd,fullsize,coupe,white,40404,36.1622767,-86.7742984,9,1,0,0,0,0,0,1,0,1
3893,2011,chrysler,2.0,6.0,gas,91743,rebuilt,automatic,fwd,fullsize,suv,black,9191,42.4966815,-96.4058782,12,1,0,0,0,1,0,0,1,0
3894,2011,ford,5.0,4.0,gas,153136,clean,automatic,4wd,fullsize,suv,white,7861,37.7884969,-122.3558473,12,1,0,0,0,0,1,0,1,0
3895,2014,jeep,5.0,6.0,gas,98056,clean,automatic,rwd,midsize,suv,silver,18411,33.6956461,-78.8900409,9,1,0,0,0,0,0,1,1,0
3896,2013,ford,5.0,8.0,gas,210078,clean,automatic,4wd,fullsize,truck,blue,17585,39.7990175,-89.6439575,10,1,0,0,0,0,1,0,1,0
3897,2012,honda,,4.0,gas,117039,clean,automatic,fwd,midsize,sedan,black,5745,26.2981263,-98.2075117,11,1,0,0,0,1,0,0,1,0
3898,2016,nissan,,4.0,gas,70299,clean,automatic,fwd,midsize,suv,silver,25181,39.9622601,-83.0007065,7,1,0,0,0,1,0,0,1,0
3899,2013,ram,5.0,8.0,gas,117907,clean,automatic,4wd,fullsize,truck,white,34206,47.6438308,-117.4426685,10,1,0,0,0,0,1,0,1,0
3900,2005,bmw,5.0,6.0,gas,107541,clean,automatic,fwd,midsize,sedan,black,3196,34.0536909,-118.242766,18,1,0,0,0,1,0,0,1,0
3901,1956,chevrolet,,6.0,other,22118,salvage,automatic,rwd,fullsize,coupe,black,13992,35.0841034,-106.650985,67,0,0,0,0,0,0,1,1,0
3902,2007,bmw,5.0,6.0,gas,157242,rebuilt,automatic,fwd,midsize,sedan,black,17473,36.1672559,-115.148516,16,1,0,0,0,1,0,0,1,0
3903,2001,ram,5.0,6.0,gas,178909,clean,manual,4wd,fullsize,pickup,grey,22632,41.7962409,-71.5992372,22,1,0,0,0,0,1,0,0,1
3904,2014,honda,5.0,4.0,gas,129147,clean,automatic,fwd,fullsize,sedan,black,11855,32.2228765,-110.9748477,9,1,0,0,0,1,0,0,1,0
3905,2014,toyota,5.0,4.0,gas,187545,rebuilt,automatic,fwd,midsize,suv,black,5382,39.830107,-74.978493,9,1,0,0,0,1,0,0,1,0
3906,2007,toyota,1.0,4.0,gas,188387,clean,manual,fwd,midsize,coupe,green,3822,38.1443725,-92.65947435867776,16,1,0,0,0,1,0,0,0,1
3907,2011,toyota,,4.0,gas,160640,clean,automatic,4wd,fullsize,suv,black,18827,40.7127281,-74.0060152,12,1,0,0,0,0,1,0,1,0
3908,2009,bmw,2.0,4.0,gas,93258,rebuilt,automatic,fwd,midsize,sedan,silver,4383,39.830107,-74.978493,14,1,0,0,0,1,0,0,1,0
3909,2014,ford,5.0,4.0,gas,66404,clean,manual,fwd,fullsize,coupe,black,19260,40.7127281,-74.0060152,9,1,0,0,0,1,0,0,0,1
3910,2008,gmc,5.0,6.0,diesel,109602,clean,automatic,4wd,fullsize,truck,black,5049,43.6928729,-79.7472704,15,0,1,0,0,0,1,0,1,0
3911,2008,jeep,5.0,8.0,gas,326988,clean,other,4wd,fullsize,truck,silver,8212,44.5990718,-72.5002608,15,1,0,0,0,0,1,0,0,0
3912,1978,other,5.0,4.0,gas,15522,clean,automatic,fwd,midsize,coupe,black,7615,43.157285,-77.615214,45,1,0,0,0,1,0,0,1,0
3913,2008,mazda,,4.0,other,298119,clean,automatic,fwd,midsize,sedan,green,2729,47.687231,-116.7892534,15,0,0,0,0,1,0,0,1,0
3914,2017,ram,5.0,8.0,gas,76868,clean,automatic,4wd,fullsize,pickup,black,17573,41.9758872,-91.6704053,6,1,0,0,0,0,1,0,1,0
3915,2002,buick,5.0,4.0,gas,164142,clean,automatic,fwd,compact,sedan,green,5426,41.1232795,-82.2359215,21,1,0,0,0,1,0,0,1,0
3916,2018,ford,,6.0,diesel,132676,clean,automatic,4wd,fullsize,truck,white,57398,41.5910323,-93.6046655,5,0,1,0,0,0,1,0,1,0
3917,2012,chevrolet,5.0,4.0,gas,68711,clean,automatic,fwd,midsize,sedan,green,6980,33.4484367,-112.074141,11,1,0,0,0,1,0,0,1,0
3918,2015,toyota,5.0,4.0,gas,190125,clean,automatic,fwd,midsize,sedan,silver,5152,33.4484367,-112.074141,8,1,0,0,0,1,0,0,1,0
3919,2008,ford,1.0,6.0,gas,161753,clean,automatic,fwd,compact,coupe,green,7648,29.4836274,-95.1139039,15,1,0,0,0,1,0,0,1,0
3920,2011,lincoln,5.0,8.0,gas,59527,clean,automatic,rwd,fullsize,sedan,black,19706,40.5863563,-122.391675,12,1,0,0,0,0,0,1,1,0
3921,2011,bmw,5.0,6.0,gas,58703,rebuilt,automatic,fwd,midsize,sedan,black,17962,37.1677128,-94.8464256,12,1,0,0,0,1,0,0,1,0
3922,2014,ram,5.0,6.0,gas,132850,clean,automatic,4wd,fullsize,truck,black,49145,44.2938381,-88.3698587,9,1,0,0,0,0,1,0,1,0
3923,2007,chevrolet,5.0,6.0,gas,108255,clean,automatic,fwd,midsize,sedan,silver,8524,35.2272086,-80.8430827,16,1,0,0,0,1,0,0,1,0
3924,1987,dodge,1.0,6.0,gas,211512,clean,automatic,fwd,fullsize,suv,blue,3710,36.1622767,-86.7742984,36,1,0,0,0,1,0,0,1,0
3925,2010,buick,5.0,6.0,gas,23084,clean,automatic,fwd,fullsize,suv,black,6878,42.2612043,-71.7950711,13,1,0,0,0,1,0,0,1,0
3926,2013,ford,5.0,6.0,diesel,73543,clean,automatic,rwd,fullsize,truck,white,37149,40.8088861,-96.7077751,10,0,1,0,0,0,0,1,1,0
3927,2010,toyota,1.0,8.0,gas,199925,clean,automatic,4wd,fullsize,truck,silver,6498,44.0806041,-103.2280239,13,1,0,0,0,0,1,0,1,0
3928,2009,toyota,2.0,6.0,gas,201947,clean,automatic,fwd,fullsize,truck,silver,6344,37.6922361,-97.3375448,14,1,0,0,0,1,0,0,1,0
3929,2015,nissan,1.0,6.0,gas,60266,clean,automatic,fwd,fullsize,sedan,blue,5029,30.4380832,-84.2809332,8,1,0,0,0,1,0,0,1,0
3930,2010,honda,5.0,6.0,gas,101530,clean,automatic,fwd,fullsize,sedan,black,5859,35.2272086,-80.8430827,13,1,0,0,0,1,0,0,1,0
3931,2015,honda,2.0,4.0,gas,90635,clean,manual,fwd,compact,hatchback,blue,6878,42.098698,-75.9125187,8,1,0,0,0,1,0,0,0,1
3932,2019,volkswagen,5.0,4.0,gas,1247,salvage,automatic,fwd,fullsize,sedan,black,15770,33.7040161,-117.8804373,4,1,0,0,0,1,0,0,1,0
3933,2016,jeep,5.0,4.0,gas,81018,clean,automatic,4wd,midsize,suv,blue,25437,43.157285,-77.615214,7,1,0,0,0,0,1,0,1,0
3934,2007,subaru,5.0,4.0,other,136637,clean,automatic,4wd,midsize,suv,silver,19481,14.6743343,121.1003603,16,0,0,0,0,0,1,0,1,0
3935,1984,ford,5.0,8.0,gas,97179,clean,manual,rwd,midsize,truck,black,20010,35.0841034,-106.650985,39,1,0,0,0,0,0,1,0,1
3936,2013,jeep,5.0,4.0,gas,105789,clean,automatic,fwd,fullsize,suv,grey,8037,44.0505054,-123.0950506,10,1,0,0,0,1,0,0,1,0
3937,2009,volkswagen,2.0,4.0,gas,278349,clean,manual,fwd,midsize,sedan,silver,7013,34.4221319,-119.702667,14,1,0,0,0,1,0,0,0,1
3938,2012,bmw,5.0,6.0,gas,60155,clean,automatic,fwd,midsize,coupe,silver,25811,27.89799165,-82.51906446720005,11,1,0,0,0,1,0,0,1,0
3939,2013,dodge,5.0,6.0,gas,109258,clean,automatic,fwd,fullsize,suv,blue,5834,39.9622601,-83.0007065,10,1,0,0,0,1,0,0,1,0
3940,2011,gmc,,6.0,gas,103514,clean,automatic,fwd,fullsize,suv,black,7771,35.7309716,-80.3153309,12,1,0,0,0,1,0,0,1,0
3941,2012,chevrolet,2.0,8.0,gas,121879,clean,other,rwd,fullsize,truck,black,9886,19.5938015,-155.42837009716908,11,1,0,0,0,0,0,1,0,0
3942,2011,mitsubishi,1.0,4.0,gas,120681,clean,automatic,fwd,fullsize,sedan,black,3419,42.098698,-75.9125187,12,1,0,0,0,1,0,0,1,0
3943,2011,honda,2.0,4.0,gas,116116,clean,other,fwd,compact,coupe,black,4596,33.5855677,-101.8470215,12,1,0,0,0,1,0,0,0,0
3944,2009,chevrolet,1.0,6.0,gas,140740,clean,automatic,fwd,fullsize,suv,silver,6356,39.830107,-74.978493,14,1,0,0,0,1,0,0,1,0
3945,2005,ford,5.0,4.0,gas,229628,clean,manual,4wd,fullsize,suv,blue,15500,41.7962409,-71.5992372,18,1,0,0,0,0,1,0,0,1
3946,2001,ford,5.0,6.0,gas,135370,clean,manual,rwd,midsize,sedan,blue,3684,39.9053187,-84.22024542480268,22,1,0,0,0,0,0,1,0,1
3947,2017,chevrolet,,6.0,gas,1712,salvage,automatic,rwd,fullsize,truck,white,59345,35.3784666,-94.3996456,6,1,0,0,0,0,0,1,1,0
3948,2009,bmw,5.0,6.0,gas,128314,clean,other,rwd,midsize,suv,silver,4154,39.5733818,-89.9867748,14,1,0,0,0,0,0,1,0,0
3949,1988,bmw,,8.0,gas,87339,clean,automatic,rwd,compact,coupe,black,4860,41.000028,19.9999619,35,1,0,0,0,0,0,1,1,0
3950,2005,toyota,2.0,4.0,gas,162320,clean,manual,fwd,compact,sedan,green,4477,29.4836274,-95.1139039,18,1,0,0,0,1,0,0,0,1
3951,2008,acura,5.0,6.0,gas,133511,clean,manual,fwd,midsize,sedan,silver,2342,43.9792797,-120.737257,15,1,0,0,0,1,0,0,0,1
3952,2011,ford,5.0,4.0,gas,116270,clean,automatic,fwd,fullsize,suv,silver,23313,40.4416941,-79.9900861,12,1,0,0,0,1,0,0,1,0
3953,2006,volkswagen,5.0,4.0,gas,136292,clean,automatic,fwd,midsize,suv,custom,7653,44.0581728,-121.3153096,17,1,0,0,0,1,0,0,1,0
3954,2011,chevrolet,5.0,6.0,gas,94537,salvage,automatic,fwd,compact,suv,silver,12338,39.830107,-74.978493,12,1,0,0,0,1,0,0,1,0
3955,2016,honda,2.0,4.0,gas,95469,rebuilt,automatic,fwd,compact,hatchback,grey,12854,45.709097,-68.8590201,7,1,0,0,0,1,0,0,1,0
3956,2011,honda,,4.0,gas,194339,rebuilt,automatic,fwd,fullsize,suv,silver,4609,43.157285,-77.615214,12,1,0,0,0,1,0,0,1,0
3957,2014,bmw,5.0,6.0,gas,82064,clean,manual,4wd,fullsize,convertible,black,19131,39.4986462,-119.77333186086474,9,1,0,0,0,0,1,0,0,1
3958,2013,ford,2.0,8.0,gas,141238,clean,manual,4wd,fullsize,truck,white,9381,40.5863563,-122.391675,10,1,0,0,0,0,1,0,0,1
3959,1995,ram,2.0,8.0,diesel,135546,clean,automatic,4wd,fullsize,truck,green,17792,38.2544472,-104.609141,28,0,1,0,0,0,1,0,1,0
3960,2015,kia,5.0,4.0,gas,34034,clean,automatic,fwd,midsize,coupe,black,11930,33.4484367,-112.074141,8,1,0,0,0,1,0,0,1,0
3961,2012,nissan,,4.0,gas,84756,salvage,automatic,fwd,fullsize,sedan,black,16685,37.9577016,-121.2907796,11,1,0,0,0,1,0,0,1,0
3962,2015,other,5.0,4.0,gas,80276,rebuilt,automatic,fwd,midsize,sedan,black,11705,35.0841034,-106.650985,8,1,0,0,0,1,0,0,1,0
3963,2011,bmw,,6.0,gas,72233,clean,automatic,rwd,compact,coupe,silver,6023,35.9603948,-83.9210261,12,1,0,0,0,0,0,1,1,0
3964,2007,acura,5.0,4.0,gas,132400,clean,automatic,fwd,midsize,sedan,grey,5264,41.7962409,-71.5992372,16,1,0,0,0,1,0,0,1,0
3965,2012,bmw,5.0,6.0,gas,36903,clean,automatic,rwd,fullsize,sedan,orange,15376,41.7962409,-71.5992372,11,1,0,0,0,0,0,1,1,0
3966,1960,mercedesbenz,5.0,6.0,gas,61101,clean,manual,rwd,compact,convertible,black,35056,50.9986041,-115.3717331,63,1,0,0,0,0,0,1,0,1
3967,2012,volkswagen,5.0,4.0,gas,99377,lien,automatic,fwd,midsize,sedan,black,16013,41.31611085,-74.12629189225156,11,1,0,0,0,1,0,0,1,0
3968,2004,ford,1.0,6.0,gas,225933,clean,automatic,4wd,fullsize,truck,silver,4991,27.89799165,-82.51906446720005,19,1,0,0,0,0,1,0,1,0
3969,2014,ram,,6.0,diesel,152662,clean,manual,4wd,fullsize,truck,black,20334,33.7489924,-84.3902644,9,0,1,0,0,0,1,0,0,1
3970,2013,ford,5.0,8.0,gas,98033,clean,automatic,rwd,fullsize,sedan,black,6251,26.53294975,-81.75880562612211,10,1,0,0,0,0,0,1,1,0
3971,2014,honda,5.0,4.0,gas,230921,rebuilt,automatic,fwd,midsize,suv,silver,6540,34.0536909,-118.242766,9,1,0,0,0,1,0,0,1,0
3972,2010,jeep,5.0,6.0,gas,33448,clean,manual,4wd,midsize,suv,black,25443,43.6008183,-116.24210864118032,13,1,0,0,0,0,1,0,0,1
3973,2017,dodge,5.0,6.0,gas,12757,clean,manual,rwd,midsize,coupe,grey,19505,40.4416941,-79.9900861,6,1,0,0,0,0,0,1,0,1
3974,2012,audi,5.0,6.0,gas,94242,clean,automatic,4wd,midsize,suv,white,20539,30.421309,-87.2169149,11,1,0,0,0,0,1,0,1,0
3975,2002,ford,5.0,4.0,gas,165842,clean,automatic,fwd,fullsize,sedan,blue,3772,37.7884969,-122.3558473,21,1,0,0,0,1,0,0,1,0
3976,1991,ford,2.0,6.0,gas,-1,clean,automatic,fwd,fullsize,truck,black,7990,36.8479165,-76.2902105,32,1,0,0,0,1,0,0,1,0
3977,1999,ram,5.0,6.0,diesel,186133,clean,manual,4wd,fullsize,pickup,black,56431,52.4796992,-1.9026911,24,0,1,0,0,0,1,0,0,1
3978,2008,toyota,2.0,8.0,gas,191536,clean,automatic,fwd,fullsize,suv,black,7565,27.89799165,-82.51906446720005,15,1,0,0,0,1,0,0,1,0
3979,2014,jeep,5.0,6.0,gas,100613,lien,automatic,4wd,midsize,suv,black,7809,43.6008183,-116.24210864118032,9,1,0,0,0,0,1,0,1,0
3980,2004,ford,2.0,8.0,gas,209025,clean,automatic,4wd,fullsize,suv,blue,2670,35.7218038,-113.827117,19,1,0,0,0,0,1,0,1,0
3981,2003,audi,5.0,4.0,gas,144216,clean,automatic,fwd,midsize,sedan,silver,14419,41.8755616,-87.6244212,20,1,0,0,0,1,0,0,1,0
3982,2012,ford,2.0,6.0,other,104425,clean,automatic,rwd,fullsize,pickup,white,6210,41.000028,19.9999619,11,0,0,0,0,0,0,1,1,0
3983,2005,dodge,5.0,6.0,gas,139310,clean,manual,rwd,fullsize,truck,green,4944,35.0457219,-85.3094883,18,1,0,0,0,0,0,1,0,1
3984,2001,mazda,,4.0,gas,103711,clean,automatic,fwd,midsize,sedan,red,12824,29.8946952,-81.3145395,22,1,0,0,0,1,0,0,1,0
3985,2012,chevrolet,2.0,8.0,gas,69901,clean,manual,4wd,fullsize,truck,black,62399,39.1670396,-86.5342881,11,1,0,0,0,0,1,0,0,1
3986,2002,ford,1.0,8.0,other,203562,clean,manual,4wd,fullsize,pickup,red,1950,43.0481221,-76.1474244,21,0,0,0,0,0,1,0,0,1
3987,2005,chevrolet,2.0,8.0,diesel,326630,clean,automatic,4wd,fullsize,truck,brown,7103,39.830107,-74.978493,18,0,1,0,0,0,1,0,1,0
3988,2001,lincoln,1.0,8.0,gas,129129,clean,automatic,4wd,fullsize,suv,black,6648,44.2938381,-88.3698587,22,1,0,0,0,0,1,0,1,0
3989,2020,honda,5.0,6.0,gas,206013,rebuilt,automatic,fwd,midsize,suv,black,15388,41.0799898,-85.1386015,3,1,0,0,0,1,0,0,1,0
3990,2000,ford,1.0,6.0,diesel,232365,clean,automatic,4wd,fullsize,truck,blue,33970,45.6794293,-111.044047,23,0,1,0,0,0,1,0,1,0
